VENUE,CONFERENCE,YEAR,TITLE,DOI,TYPE ,CONF/JOUR,Keyword,abstract,usefull,AUTHORS,SCOPE,domain,disciplina,disciplina di visualizzazione,ATTACK THE FILTERING PROBLEM?,NAME,Multi windows system,fs1,fs2,fm,fc,fs2,tot_filtri,filter 1 to 1 or 1 to n,dm1,dm2,dm3,dm4,tot_manip,Spatial_distibution,summary of the filter actions. it is always visualized,"level of relations among filters (AND, OR, NOT)",presence of feedback ( like the currrent selection is connected to the filter.) ,presence of guidance,feedback level on filters,presence_feed,presence_guid,Representation ,filter1,filter2,feed1,feed2,act1,act2,guidance level on filters,guidance level on principal overview (visualization overview),guid1,guid2,Presence,rep1,rep2,layout,figures used,NOTES
,VIS,2022,DPVisCreator: Incorporating Pattern Constraints to Privacy-preserving Visualizations via Differential Privacy,https://doi.org/10.1109/TVCG.2022.3209391,system paper,CONF,,,,"Jiehui Zhou, Xumeng Wang, Jason K. Wong, Huanliang Wang, Zhongwei Wang, Xiaoyu Yang, Xiaoran Yan, Haozhe Feng, Huamin Qu, Haochao Ying, and Wei Chen",in scope,,,,no,,unique window,17,1,0,3,0,21,,2,1,0,0,3,distributed compact,absent,absent,yes,no,low,yes,yes,simple,slider,checkbox,data distribution,,drag,click,none,no,,,no,,,25%,Fig. 3,
,VIS,2022,Visual Analysis and Detection of Contrails in Aircraft Engine Simulations,https://doi.org/10.1109/TVCG.2022.3209356,system paper,CONF,,,,"Nafiul Nipu, Carla Floricel, Negar Naghashzadeh, Roberto Paoli, G. Elisabeta Marai",in scope,,,,no,,unique window,16,4,0,0,0,20,,1,0,0,0,1,distributed compact,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig.1,
,VIS,2022,Traveler: Navigating Task Parallel Traces for Performance Analysis,https://doi.org/10.1109/TVCG.2022.3209375,system paper,CONF,,,,"Sayef Azad Sakin, Alex Bigelow, R. Tohid, Connor Scully-Allison, Carlos Scheidegger, Steven R. Brandt, Christopher Taylor, Kevin A. Huck, Hartmut Kaiser, Katherine E. Isaacs",in scope,agnostic,software visualization,,no,,unique window,1,0,0,0,0,1,,4,0,0,0,4,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,3%,Fig. 1,
,VIS,2022,MV2 Net: Multi-Variate Multi-View Brain Network Comparison Over Uncertain Data,https://doi.org/10.1109/TVCG.2021.3098123,system paper,CONF,,,,"Lei Shi , Junnan Hu, Zhihao Tan, Jun Tao , Jiayan Ding, Yan Jin, Yanjun Wu, and Paul M. Thompson",in scope,healthcare,,,no,,unique window,11,11,0,0,0,22,,2,3,0,0,5,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 3,
,VIS,2022,A Predictive Visual Analytics System for Studying Neurodegenerative Disease Based on DTI Fiber Tracts,https://doi.org/10.48550/arXiv.2010.07047,system paper,CONF,,,,"Chaoqing Xu, Tyson Neuroth, Takanori Fujiwara, Ronghua Liang, and Kwan-Liu Ma",in scope,healthcare,,,no,,unique window,14,2,0,0,0,16,,3,0,0,0,3,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig.2,layout a cornice?
,VIS,2022,Visualizing Graph Neural Networks With CorGIE: Corresponding a Graph to Its Embedding,https://doi.org/10.1109/TVCG.2022.3148197,system paper,CONF,,,,"Zipeng Liu , Yang Wang , Jurgen Bernard, and Tamara Munzner",in scope,agnostic,ML,,no,,unique window,7,0,0,12,1,20,,6,2,0,0,8,distributed compact,absent,default,yes,no,medium,yes,yes,simple,histogram,,data distribution,,brush,,none,no,,,no,,,25%,Fig. 3,VIDEO http://corgie.site/#/                                                                      DEMO http://corgie.site/#/bipartite-user-movie-medium-3
,VIS,2022,OBTracker: Visual Analytics of Off-ball Movements in Basketball,https://doi.org/10.1109/TVCG.2022.3209373,system paper ,CONF,,,,"Yihong Wu, Dazhen Deng, Xiao Xie, Moqi He, Jie Xu, Hongzeng Zhang, Hui Zhang, and Yingcai Wu",in scope,sport,,,no,,unique window,9,5,0,0,0,14,,3,1,0,0,4,distributed,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,7%,Fig. 5,
,VIS,2022,RASIPAM: Interactive Pattern Mining of Multivariate Event Sequences in Racket Sports,https://doi.org/10.1109/TVCG.2022.3209452,system paper ,CONF,,,,"Jiang Wu, Dongyu Liu, Ziyang Guo, and Yingcai Wu",in scope,sport,,,no,,unique window,5,0,0,0,0,5,,2,0,0,0,2,unified,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,3%,Fig.1,
,VIS,2022,StrategyAtlas: Strategy Analysis for Machine Learning Interpretability,10.1109/TVCG.2022.3146806,system paper,CONF,,,,"Dennis Collaris , Jarke J. van Wijk",in scope,agnostic,ML,,no,,unique window,6,0,0,0,0,6,,3,2,0,0,5,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 6,
,VIS,2022,PMU Tracker: A Visualization Platform for Epicentric Event Propagation Analysis in the Power Grid,https://doi.org/10.1109/TVCG.2022.3209380,system paper,CONF,,,,"Anjana Arunkumar, Andrea Pinceti, Lalitha Sankar and Chris Bryan",in scope,,,,no,,multi windows,17,2,0,0,0,19,,1,0,0,0,1,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 4,
,VIS,2022,ECoalVis: Visual Analysis of Control Strategies in Coal-fired Power Plants,https://doi.org/10.1109/TVCG.2022.3209430,system paper,CONF,,,,"Shuhan Liu, Di Weng, Yuan Tian, Zikun Deng, Haoran Xu, Xiangyu Zhu, Honglei Yin, Xianyuan Zhan, Yingcai Wu",in scope,smart factory,,,no,,unique window,11,0,0,1,0,12,,4,,0,0,4,distributed,absent,absent,yes,no,low,yes,yes,simple,time line,,temporal,,brush,,none,no,,,no,,,8%,Fig.1,
,VIS,2022,A Visual Analytics System for Improving Attention-based Traffic Forecasting Models,https://doi.org/10.1109/TVCG.2022.3209462,system paper,CONF,,,,"Seungmin Jin, Hyunwook Lee, Cheonbok Park, Hyeshin Chu, Yunwon Tae, Jaegul Choo, and Sungahn Ko",in scope,urban,,,no,,unique window,5,2,0,0,0,7,,0,4,0,0,4,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig.1,
,VIS,2022,Effectiveness Error: Measuring and Improving RadViz Visual Effectiveness,10.1109/TVCG.2021.3104879,system paper,CONF,,,,"Marco Angelini , Graziano Blasilli , Simone Lenti , Alessia Palleschi , and Giuseppe Santucci",in scope,agnostic,dimensionality reduction,,no,,unique window,3,,,,,3,,1,,,,1,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 17,DEMO: https://aware-diag-sapienza.github.io/d3-radviz/prototype/index.html
,VIS,2022,RCMVis: A Visual Analytics System for Route Choice Modeling,https://doi.org/10.1109/TVCG.2021.3131824,system paper,CONF,,,,"DongHwa Shin, Jaemin Jo, Bohyoung Kim, Hyunjoo Song, Shin-Hyung Cho, and Jinwook Seo",in scope,urban,,,no,,unique window,15,1,0,10,1,27,,11,0,0,0,11,unified,absent,default,yes,no,medium,yes,yes,simple,bar chart,,data distribution,,brush,,none,no,,,no,,,30%,"Fig. 2, 6, 7",
,VIS,2022,MEDLEY: Intent-based Recommendations to Support Dashboard Composition,10.1109/TVCG.2022.3209421,system paper,CONF,,,,"Aditeya Pandey, Arjun Srinivasan, and Vidya Setlur",in scope,,,,no,,unique window,18,0,0,0,0,18,,0,0,0,0,0,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig.1,
,VIS,2022,LegalVis: Exploring and Inferring Precedent Citations in Legal Documents,10.1109/TVCG.2022.3152450,system paper,CONF,,,,"Lucas E. Resck, Jean R. Ponciano, Luis Gustavo Nonato, Jorge Poco",in scope,agnostic,nlp,,no,,unique window,7,1,0,0,0,8,,2,0,0,0,2,distributed,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig.5,
,VIS,2022,DeHumor: Visual Analytics for Decomposing Humor,https://doi.org/10.1109/TVCG.2021.3097709,system paper,CONF,,,,"Xingbo Wang , Yao Ming, Tongshuang Wu , Haipeng Zeng , Yong Wang , and Huamin Qu",in scope,,,,no,,unique window,4,4,0,0,0,8,,5,0,0,0,5,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,30%,Fig.1,
,VIS,2022,CARTOLABE: A Web-Based Scalable Visualization of Large Document Collections,https://doi.org/10.1109/MCG.2020.3033401,system paper,CONF,,,,"Philippe Caillou, Jonas Renault, Jean-Daniel Fekete, Anne-Catherine Letournel, and Michele Sebag",in scope,agnostic,text/document analysis,,no,,unique window,5,0,0,0,1,6,,1,0,0,0,1,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,"Fig. 1, 2, 3",
,VIS,2022,Interpretable Anomaly Detection in Event Sequences via Sequence Matching and Visual Comparison,https://doi.org/10.1109/TVCG.2021.3093585,system paper,CONF,,,,"Shunan Guo , Zhuochen Jin, Qing Chen , David Gotz , Hongyuan Zha, and Nan Cao",in scope,,,,no,,unique window,1,2,0,0,0,3,,5,0,0,0,5,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,1%,Fig.3,
,VIS,2022,Calibrate: Interactive Analysis of Probabilistic Model Output,https://doi.org/10.1109/TVCG.2022.3209489,system paper,CONF,,,,"Peter Xenopoulos, Joao Rulff, Luis Gustavo Nonato, Brian Barr, Claudio Silva",in scope,agnostic,ML,,no,,unique window,3,0,0,0,0,3,,3,1,0,0,4,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 1,Forma rilassata di guida
,VIS,2022,SliceTeller: A Data Slice-Driven Approach for Machine Learning Model Validation,https://doi.org/10.1109/TVCG.2022.3209465,system paper,CONF,,,,"Xiaoyu Zhang*, Jorge Piazentin Ono*, Huan Song, Liang Gou, Kwan-Liu Ma, Liu Ren",in scope,agnostic,ML,,no,,unique window,10,1,0,0,0,11,,2,0,0,0,2,distributed compact,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,7%,Fig.1,
,VIS,2022,Visual Concept Programming: A Visual Analytics Approach to Injecting Human Intelligence at Scale,10.1109/TVCG.2022.3209466,system paper,CONF,,,,"Md Naimul Hoque, Wenbin He, Arvind Kumar Shekar, Liang Gou, and Liu Ren",in scope,agnostic,ml,,no,,unique window,2,2,0,7,0,11,,10,7,0,0,17,distributed,absent,absent,yes,no,medium,yes,yes,simple,bar chart,,data distribution,,brush,,none,no,,,no,,,15%,Fig. 1,
,VIS,2022,LargeNetVis: Visual Exploration of Large Temporal Networks Based on Community Taxonomies,10.1109/TVCG.2022.3209477,system paper,CONF,,,,"Claudio D. G. Linhares, Jean R. Ponciano, Diogenes S. Pedro, Luis E. C. Rocha, Agma J. M. Traina, and Jorge Poco",in scope,agnostic,graph/network analysis,,no,,unique window,3,4,0,0,0,7,,1,0,0,0,1,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,"collapsible menu, DEMO http://visualdslab.com/largenetvis/"
,VIS,2022,RankAxis: Towards a Systematic Combination of Projection and Ranking in Multi-Attribute Data Exploration,10.1109/TVCG.2022.3209463,system paper,CONF,,,,"Qiangqiang Liu, Yukun Ren, Zhihua Zhu, Dai Li, Xiaojuan Ma, and Quan Li",in scope,agnostic,ranking,,no,,unique window,0,1,0,0,0,1,,1,4,0,0,5,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,1%,Fig. 1,
,VIS,2022,Polyphony: an Interactive Transfer Learning Framework for Single-Cell Data Analysis,https://doi.org/10.1109/TVCG.2022.3209408,system paper,CONF,,,,"Furui Cheng, Mark S Keller, Huamin Qu, Nils Gehlenborg, Qianwen Wang",in scope,agnostic,ml,,no,,unique window,0,0,0,0,0,0,,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
,VIS,2022,Fuzzy Spreadsheet: Understanding and Exploring Uncertainties in Tabular Calculations,10.1109/TVCG.2021.3119212,system paper,CONF,,,,"Vaishali Dhanoa, Conny Walchshofer, Andreas Hinterreiter, Eduard Groller, Marc Streit",in scope,,,,no,,unique window,11,2,0,,0,13,,1,0,0,0,1,unified,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 3,
,VIS,2022,Explaining Website Reliability by Visualizing Hyperlink Connectivity,https://doi.org/10.48550/arXiv.2210.00160,system paper,CONF,,,,"Seongmin Lee, Sadia Afroz, Haekyu Park, Zijie J. Wang, Omar Shaikh, Vibhor Sehgal, Ankit Peshin, Duen Horng (Polo) Chau",in scope,,,,no,,unique window,7,0,0,0,0,7,,0,0,0,0,0,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 1,DEMO https://poloclub.github.io/MisVis/
,VIS,2022,RMExplorer: A Visual Analytics Approach to Explore the Performance and the Fairness of Disease Risk Models on Population Subgroups,https://doi.org/10.48550/arXiv.2209.06378,system paper,CONF,,,,"Bum Chul Kwon, Uri Kartoun, Shaan Khurshid, Mikhail Yurochkin, Subha Maity, Deanna G Brockman, Amit V Khera, Patrick T Ellinor, Steven A Lubitz, Kenney Ng",in scope,healthcare,,,no,,unique window,6,0,,,0,6,,4,0,0,0,4,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 1,
,VIS,2022,FlowNL: Asking the Flow Data in Natural Languages,10.1109/TVCG.2022.3209453,system paper,CONF,,,,"Jieying Huang, Yang Xi, Junnan Hu, and Jun Tao",in scope,agnostic,flow visualization,,no,,unique window,1,0,0,,2,3,,3,0,0,0,3,unified,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,
,VIS,2022,SD2 : Slicing and Dicing Scholarly Data for Interactive Evaluation of Academic Performance,10.1109/TVCG.2022.3163727,system paper,CONF,,,,"Zhichun Guo, Jun Tao, Siming Chen, Nitesh V. Chawla and Chaoli Wang",in scope,scientometrics,,,no,,unique window,0,,0,0,2,2,,3,0,0,0,3,unified,list,customizable,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig.1,
,VIS,2022,Sporthesia: Augmenting Sports Videos Using Natural Language,10.1109/TVCG.2022.3209497,system paper,CONF,,,,"Zhutian Chen, Qisen Yang, Xiao Xie, Johanna Beyer, Haijun Xia, Yingcai Wu, and Hanspeter Pfister",in scope,sport,,,no,,unique window,0,0,0,0,0,0,,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 7,
,VIS,2022,ConceptExplainer: Interactive Explanation for Deep Neural Networks from a Concept Perspective,10.1109/TVCG.2022.3209384,system paper,CONF,,,,"Jinbin Huang, Aditi Mishra, Bum Chul Kwon, Chris Bryan",in scope,agnostic,deep learning,,no,,unique window,3,0,0,1,1,5,,9,0,0,0,9,unified,list,default,yes,no,medium,yes,yes,simple,histogram,,data distribution,,brush,,none,no,,,no,,,2%,Fig.1,
,VIS,2022,RISeer: Inspecting the Status and Dynamics of Regional Industrial Structure via Visual Analytics,10.1109/TVCG.2022.3209351,system paper,CONF,,,,"Longfei Chen, Yang Ouyang, Haipeng Zhang, Suting Hong, and Quan Li",in scope,urban,,,no,,unique window,6,,0,0,0,6,,3,2,0,0,5,distributed,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,1%,Fig. 1,
,VIS,2022,Understanding How In-Visualization Provenance Can Support Trade-off Analysis,10.1109/TVCG.2022.3171074,system paper,CONF,,,,"Mehdi Chakhchoukh, Nadia Boukhelifa, and Anastasia Bezerianos",in scope,agnostic,decision making,,no,,unique window,3,0,0,0,0,3,,3,1,0,0,4,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,1%,Fig. 1,VIDEO https://www.lri.fr/~anab/visprom.mp4
,VIS,2022,Tac-Trainer: A Visual Analytics System for IoT-based Racket Sports Training,10.1109/TVCG.2022.3209352,system paper,CONF,,,,"Jiachen Wang, Ji Ma, Kangping Hu, Zheng Zhou, Hui Zhang, Xiao Xie, and Yingcai Wu",in scope,sport,,,no,,unique window,1,2,0,0,0,3,,2,0,0,0,2,distributed,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,8%,Fig.6,
,VIS,2022,"Towards Natural Language-Based Visualization Authoring
",https://doi.org/10.1109/TVCG.2022.3209357,system paper ,CONF,,,,"Yun Wang, Zhitao Hou, Leixian Shen, Tongshuang Wu, Jiaqi Wang,
He Huang, Haidong Zhang, and Dongmei Zhang",in scope,agnostic,visualization,,no,,unique window,1,1,0,0,1,3,,2,0,0,0,2,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 6 ,
,VIS,2022,Diverse Interaction Recommendation for Public Users Exploring Multi-view Visualization using Deep Learning,https://doi.org/10.1109/TVCG.2022.3209461,system paper,CONF,,,,"Yixuan Li, Yusheng Qi,Yang Shi, Qing Chen, Nan Cao, Siming Chen",in scope,agnostic,recommendation,,no,,unique window,2,0,1,0,0,3,,3,0,0,0,3,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,8%,Fig. 5,
,VIS,2022,Erato: Cooperative Data Story Editing via Fact Interpolation,10.1109/TVCG.2022.3209428,system paper,CONF,,,,"Mengdi Sun, Ligan Cai, Weiwei Cui, Yanqiu Wu, Yang Shi, and Nan Cao",in scope,storytelling,,,no,,unique window,10,1,0,3,0,14,,0,0,0,0,0,unified,list,default,yes,no,low,yes,yes,simple,bar chart,,data distribution,,brush,,none,no,,,no,,,20%,Fig. 6,VIDEO https://www.youtube.com/watch?v=o-s25jMn43A
,VIS,2022,Interactive and Visual Prompt Engineering for Ad-hoc Task Adaptation with Large Language Models,10.1109/TVCG.2022.3209479,system paper,CONF,,,,"Hendrik Strobelt, Albert Webson, Victor Sanh, Benjamin Hoover, Johanna Beyer, Hanspeter Pfister, and Alexander M. Rush",in scope,agnostic,deep learning,,no,,unique window,2,0,0,0,3,5,,2,0,0,0,2,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 1,DEMO http://promptide.vizhub.ai/
,VIS,2022,D-BIAS: A Causality-Based Human-in-the-Loop System for Tackling Algorithmic Bias,https://doi.org/10.1109/TVCG.2022.3209484,system paper,CONF,,,,Bhavya Ghai and Klaus Mueller,in scope,agnostic,xai,,no,,unique window,7,1,0,0,0,8,,4,0,0,0,4,distributed compact,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,18%,Fig.1 ,layout a cornice?
,VIS,2022,HiTailor: Interactive Transformation and Visualization for Hierarchical Tabular Data,https://doi.org/10.1109/TVCG.2022.3209354,system paper,CONF,,,,"Guozheng Li, Runfei Li, Zicheng Wang, Chi Harold Liu, Min Lu, and Guoren Wang",in scope,agnostic,tabular data,,no,,multi windows,7,2,0,0,0,9,,1,1,0,0,2,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 1,"Video tutorial, collapsible menu"
,VIS,2022,Data Hunches: Incorporating Personal Knowledge into Visualizations,https://doi.org/10.1109/TVCG.2022.3209451,system paoer,CONF,,,,"Haihan Lin, Derya Akbaba, Miriah Meyer, and Alexander Lex",in scope,,,,no,,unique window,4,8,0,0,0,12,,0,1,0,0,1,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 3,"collapsible menus, DEMO https://vdl.sci.utah.edu/data-hunch/?data=COVIDData&vol=2"
,VIS,2022,Rigel: Transforming Tabular Data by Declarative Mapping,10.1109/TVCG.2022.3209385,system paper,CONF,,,,"Ran Chen, Di Weng, Yanwei Huang, Xinhuan Shu, Jiayi Zhou, Guodao Sun, Yingcai Wu",in scope,agnostic,data transformation,,no,,unique window,10,0,0,0,3,13,,3,3,0,0,6,distributed,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,7%,Fig. 3,
,VIS,2022,NeuroConstruct: 3D Reconstruction and Visualization of Neurites in Optical Microscopy Brain Images,https://doi.org/10.1109/TVCG.2021.3109460,system paper,CONF,,,,"Parmida Ghahremani , Saeed Boorboor , Pooya Mirhosseini, Chetan Gudisagar, Mala Ananth, David Talmage , Lorna W. Role, and Arie E. Kaufman",in scope,healthcare,,,no,,multi windows,4,8,6,0,0,18,,5,0,0,0,5,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,"Fig. 5, 8",layout a cornice*
,VIS,2022,Supporting Expressive and Faithful Pictorial Visualization Design with Visual Style Transfer,10.1109/TVCG.2022.3209486,system paper,CONF,,,,"Yang Shi, Pei Liu, Siji Chen, Mengdi Sun, and Nan Cao",in scope,agnostic,pictorial visualization,,no,,unique window,10,0,0,0,0,10,,0,0,0,0,0,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig.2,è un wizard
,VIS,2022,Diagnosing Ensemble Few-Shot Classifiers,10.1109/TVCG.2022.3182488,system paper,CONF,,,,"Weikai Yang , Xi Ye , Xingxing Zhang , Lanxi Xiao, Jiazhi Xia , Zhongyuan Wang, Jun Zhu, Hanspeter Pfister , and Shixia Liu",in scope,agnostic,ml,,no,,unique window,15,2,0,0,0,17,,4,1,0,0,5,distributed,list,customizable,no,no,none,yes,no,,,,,,,,none,no,,,no,,,16%,Fig. 9,VIDEO: http://fsldiagnotor.thuvis.org/Video/fsl_vis.mp4
,VIS,2022,Intentable: A Mixed-Initiative System for Intent-Based Chart Captioning,https://doi.org/10.1109/VIS54862.2022.00017,system paper,CONF,,,,"Jiwon Choi, Jaemin Jo",in scope,agnostic,nlp,,no,,unique window,2,0,0,0,0,2,,1,0,0,0,1,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,4%,Fig. 2,DEMO VIDEO  https://www.youtube.com/watch?v=orO9gi0clcc
,VIS,2022,Roslingifier: Semi-Automated Storytelling for Animated Scatterplots,10.1109/TVCG.2022.3146329,system paper,CONF,,,,"Minjeong Shin, Joohee Kim, Yunha Han, Lexing Xie, Mitchell Whitelaw, Bum Chul Kwon, Sungahn Ko, and Niklas Elmqvist",in scope,storytelling,,,no,,unique window,4,0,0,0,0,4,,1,1,0,0,2,unified,relations,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,3%,Fig. 3,
,VIS,2022,PuzzleFixer: A Visual Reassembly System for Immersive Fragments Restoration,https://doi.org/10.1109/TVCG.2022.3209388,system paper,CONF,,,,"Shuainan Ye, Zhutian Chen, Xiangtong Chu, Kang Li, Juntong Luo, Yi Li, Guohua Geng, and Yingcai Wu",in scope,art,,,no,,unique window,0,0,0,0,0,0,,1,4,0,0,5,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 5,
,VIS,2022,Guided Data Discovery in Interactive Visualizations via Active Search,https://doi.org/10.48550/arXiv.2010.08155,system paper,CONF,,,,"Shayan Monadjemi, Sunwoo Ha, Quan Nguyen, Henry Chai, Roman Garnett, Alvitta Ottley",in scope,agnostic,ml,,no,,unique window,0,0,0,0,0,0,,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
,VIS,2022,Visual Exploration of Relationships and Structure in Low-Dimensional Embeddings,10.1109/TVCG.2022.3156760,system paper,CONF,,,,"Klaus Eckelt, Andreas Hinterreiter, Patrick Adelberger, Conny Walchshofer, Vaishali Dhanoa, Christina Humer, Moritz Heckmann, Christian Steinparz, and Marc Streit",in scope,agnostic,high dim. data,,no,,unique window,20,7,3,0,0,30,,2,2,0,0,4,distributed compact,list,customizable,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 7,DEMO: https://jku-vds-lab.at/apps/embedding-structure-explorer/
,VIS,2022,MetaGlyph: Automatic Generation of Metaphoric Glyph-based Visualization,10.1109/TVCG.2022.3209447,system paper,CONF,,,,"Lu Ying, Xinhuan Shu, Dazhen Deng, Yuchen Yang, Tan Tang, Lingyun Yu, Yingcai Wu",in scope,agnostic,visualization,,no,,unique window,13,,,,,13,,,,,,0,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,40%,Fig. 4,
,VIS,2022,"Visual Assistance in Development and Validation
of Bayesian Networks for Clinical Decision
Support",https://doi.org/10.1109/TVCG.2022.3166071,system paper,CONF,,,,"Juliane Muller-Sielaff, Seyed Behnam Beladi, Stephanie W. Vrede, Monique Meuschke, Peter J.F. Lucas
Johanna M.A. Pijnenborg, Steffen Oeltze-Jafra",in scope,healthcare,,,no,,multi windows,5,,,,,5,,,,,,0,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,"Fig. 4, 5, 6, 8, 9",
